merchant_id,category,application_date,category_review_days,handoff_wait_days,doc_verification_days,doc_rework_days,compliance_approval_days,catalog_setup_days,doc_rejections,total_ttm_days,sla_breach,status
M100070,Home & Kitchen,2025-05-08,0.7,2.1,1.7,0.0,0.7,1.2,0,6.4,0,Live
M100071,Toys,2025-03-18,2.1,1.2,0.3,0.0,1.5,1.8,0,7.0,0,Live
M100072,Beauty,2025-07-22,0.8,1.7,1.3,0.0,1.4,2.3,0,7.5,0,Live
M100073,Home & Kitchen,2025-04-08,1.0,0.5,1.2,0.0,2.2,3.2,0,8.1,0,Live
M100074,Home & Kitchen,2025-11-22,2.1,0.5,0.4,0.0,1.8,0.8,0,5.6,0,Live
M100075,Home & Kitchen,2025-05-24,2.2,0.4,1.0,0.0,0.4,3.7,0,7.7,0,Live
M100076,Toys,2025-01-19,1.8,1.4,0.9,0.0,2.0,1.1,0,7.2,0,Live
M100077,Fashion,2025-09-13,0.7,4.3,1.6,0.0,3.8,1.6,0,11.9,0,Live
M100078,Beauty,2025-02-02,0.3,0.7,2.6,0.0,0.7,2.9,0,7.3,0,Live
M100079,Home & Kitchen,2025-09-13,0.7,1.1,1.9,0.0,0.7,2.0,0,6.4,0,Live
M100080,Fashion,2025-08-27,0.8,1.2,0.9,0.0,2.0,1.4,0,6.4,0,Live
M100081,Electronics,2025-05-10,1.4,4.9,0.6,0.0,0.9,5.2,0,13.0,0,Live
M100082,Toys,2025-03-06,1.6,2.1,1.9,0.0,1.0,4.9,0,11.5,0,Live
M100083,Beauty,2025-01-03,1.7,2.1,1.3,0.0,1.6,4.0,0,10.8,0,Live
M100084,Fashion,2025-07-25,0.8,0.5,0.5,0.0,0.9,3.8,0,6.5,0,Live
M100085,Electronics,2025-01-02,1.5,0.9,1.0,0.0,1.2,1.2,0,5.8,0,Live
M100086,Fashion,2025-02-11,0.8,0.5,0.2,0.0,1.9,2.7,0,6.1,0,Live
M100087,Grocery,2025-02-07,0.5,1.2,2.3,0.0,2.2,4.5,0,10.7,0,Live
M100088,Fashion,2025-06-09,1.8,1.0,0.5,0.0,2.5,0.8,0,6.6,0,Live
M100089,Fashion,2025-11-25,0.1,1.8,1.1,0.0,2.9,2.7,0,8.6,0,Live
M100090,Toys,2025-04-10,0.8,0.8,1.8,0.0,0.7,6.0,0,10.1,0,Live
M100091,Electronics,2025-05-26,1.4,3.5,0.3,0.0,1.5,3.4,0,10.2,0,Live
M100092,Electronics,2025-07-10,0.8,2.8,0.8,0.0,3.0,1.1,0,8.5,0,Live
M100093,Fashion,2025-06-14,1.1,2.3,1.9,0.0,1.7,4.4,0,11.3,0,Live
M100094,Electronics,2025-11-02,1.2,1.7,1.1,0.0,1.5,1.4,0,6.9,0,Live
M100095,Electronics,2025-08-19,0.7,0.4,2.6,0.0,0.4,4.1,0,8.2,0,Live
M100096,Home & Kitchen,2025-06-07,0.7,2.3,1.8,0.0,0.9,1.9,0,7.6,0,Live
M100097,Fashion,2025-06-12,1.5,2.6,1.0,0.0,1.2,1.6,0,7.9,0,Live
M100098,Fashion,2025-07-31,1.6,2.3,0.4,0.0,0.9,3.3,0,8.5,0,Live
M100099,Fashion,2025-02-23,1.4,0.9,0.7,0.0,1.2,3.3,0,7.4,0,Live
M100100,Electronics,2025-07-12,1.5,1.2,1.0,0.0,0.6,2.0,0,6.2,0,Live
M100101,Electronics,2025-08-23,3.1,0.6,2.8,0.0,0.5,2.8,0,9.8,0,Live
M100102,Home & Kitchen,2025-01-13,0.6,1.5,0.7,0.0,2.6,2.0,0,7.5,0,Live
M100103,Electronics,2025-03-01,1.7,1.5,1.0,0.0,3.2,2.9,0,10.3,0,Live
M100104,Grocery,2025-10-18,0.6,2.4,1.8,0.0,1.3,1.4,0,7.5,0,Live
M100105,Toys,2025-04-23,1.5,1.0,0.3,0.0,0.6,1.0,0,4.4,0,Live
M100106,Fashion,2025-03-01,2.0,2.0,1.1,0.0,2.2,1.9,0,9.1,0,Live
M100107,Fashion,2025-01-08,1.1,1.1,1.1,0.0,2.0,0.8,0,6.1,0,Live
M100108,Home & Kitchen,2025-05-26,0.5,1.2,0.9,0.0,1.3,3.2,0,7.1,0,Live
M100109,Beauty,2025-07-30,0.7,2.8,2.0,0.0,1.5,5.0,0,12.0,0,Live
M100110,Fashion,2025-05-26,0.7,1.9,1.5,0.0,2.7,0.7,0,7.6,0,Live
M100111,Fashion,2025-09-23,1.1,0.4,0.8,0.0,0.4,1.1,0,3.8,0,Live
M100112,Electronics,2025-01-20,1.8,2.0,1.8,0.0,1.8,1.9,0,9.3,0,Live
M100113,Home & Kitchen,2025-04-21,1.8,2.5,1.1,0.0,2.0,1.1,0,8.5,0,Live
M100114,Grocery,2025-07-30,1.3,1.5,0.7,0.0,2.3,2.9,0,8.7,0,Live
M100115,Grocery,2025-01-18,0.9,2.4,1.2,0.0,1.3,1.4,0,7.3,0,Live
M100116,Beauty,2025-11-17,0.8,3.6,0.8,0.0,0.5,1.3,0,7.2,0,Live
M100117,Fashion,2025-04-26,1.6,1.4,1.3,0.0,1.6,2.7,0,8.6,0,Live
M100118,Toys,2025-03-23,1.1,2.1,1.1,0.0,1.8,1.8,0,7.9,0,Live
M100119,Home & Kitchen,2025-02-24,1.0,1.5,1.0,0.0,1.9,3.3,0,8.6,0,Live
M100120,Fashion,2025-03-20,0.6,2.0,1.2,0.0,1.7,4.4,0,9.8,0,Live
M100121,Fashion,2025-03-12,1.6,2.3,1.4,0.0,1.9,2.9,0,10.1,0,Live
M100122,Home & Kitchen,2025-01-07,1.3,1.1,0.6,0.0,1.2,3.7,0,7.9,0,Live
M100123,Electronics,2025-08-07,0.2,2.8,0.5,0.0,0.8,3.2,0,7.4,0,Live
M100124,Electronics,2025-03-25,2.0,0.8,2.5,0.0,0.6,3.7,0,9.7,0,Live
M100125,Beauty,2025-07-25,2.0,1.2,0.7,3.4,1.3,2.7,2,11.3,0,Live
M100126,Grocery,2025-08-28,1.0,2.0,1.6,0.0,1.8,3.8,0,10.3,0,Live
M100127,Home & Kitchen,2025-07-20,0.9,1.5,1.5,0.0,2.0,1.5,0,7.4,0,Live
M100128,Beauty,2025-01-18,1.4,1.6,0.3,0.0,0.4,1.5,0,5.2,0,Live
M100129,Electronics,2025-05-20,1.7,2.5,0.4,0.0,1.4,4.0,0,10.0,0,Live
M100130,Toys,2025-04-19,0.8,1.0,0.6,0.0,4.2,1.0,0,7.5,0,Live
M100131,Home & Kitchen,2025-07-17,1.3,1.3,1.5,0.0,0.8,2.6,0,7.5,0,Live
M100132,Toys,2025-03-06,0.4,1.4,0.9,0.0,0.9,3.3,0,7.0,0,Live
M100133,Fashion,2025-06-02,1.6,1.0,1.8,0.0,2.0,2.6,0,8.9,0,Live
M100134,Grocery,2025-03-23,1.3,3.1,0.8,0.0,2.6,3.8,0,11.7,0,Live
M100135,Home & Kitchen,2025-05-06,0.9,0.6,1.2,0.0,1.6,1.6,0,5.8,0,Live
M100136,Beauty,2025-01-10,1.1,1.6,1.1,0.0,0.7,1.4,0,5.8,0,Live
M100137,Fashion,2025-01-28,0.8,2.6,0.4,0.0,1.4,1.8,0,7.1,0,Live
M100138,Home & Kitchen,2025-04-19,0.9,0.7,0.8,0.0,0.5,5.5,0,8.3,0,Live
M100139,Electronics,2025-10-15,1.2,5.5,1.3,0.0,2.8,2.1,0,12.9,0,Live
M100140,Fashion,2025-09-19,0.9,0.4,1.7,0.0,0.8,2.5,0,6.3,0,Live
M100141,Fashion,2025-05-04,0.4,1.9,1.1,0.0,3.3,1.1,0,7.8,0,Live
M100142,Grocery,2025-07-19,0.7,1.0,0.3,0.0,1.7,1.1,0,4.7,0,Live
M100143,Home & Kitchen,2025-10-05,0.4,0.9,0.3,0.0,2.6,1.2,0,5.4,0,Live
M100144,Fashion,2025-01-04,1.2,1.5,0.6,0.0,2.0,1.0,0,6.3,0,Live
M100145,Fashion,2025-10-20,0.4,1.5,1.4,0.0,2.0,1.6,0,6.8,0,Live
M100146,Electronics,2025-05-09,2.5,1.6,1.0,0.0,1.0,1.8,0,7.9,0,Live
M100147,Beauty,2025-05-13,0.7,3.8,3.0,0.0,0.9,4.9,0,13.3,0,Live
M100148,Fashion,2025-11-11,0.7,2.1,1.0,0.0,1.3,0.6,0,5.8,0,Live
M100149,Toys,2025-08-05,1.5,2.9,1.8,0.0,0.9,0.7,0,7.7,0,Live
M100150,Toys,2025-05-27,2.4,0.6,0.9,0.0,0.9,3.2,0,8.0,0,Live
M100151,Fashion,2025-06-22,1.3,0.4,0.8,0.0,2.2,2.1,0,6.8,0,Live
M100152,Home & Kitchen,2025-11-15,1.4,2.4,3.4,0.0,1.4,0.8,0,9.4,0,Live
M100153,Electronics,2025-09-23,0.8,0.9,0.8,0.0,1.2,1.4,0,5.0,0,Live
M100154,Beauty,2025-07-21,1.7,0.6,0.9,0.0,0.9,2.6,0,6.7,0,Live
M100155,Fashion,2025-11-22,1.0,1.9,0.8,0.0,1.4,3.1,0,8.3,0,Live
M100156,Electronics,2025-08-01,0.8,2.0,1.5,0.0,0.5,9.0,0,13.8,0,Live
M100157,Home & Kitchen,2025-01-01,0.5,2.4,0.8,0.0,0.8,3.1,0,7.7,0,Live
M100158,Home & Kitchen,2025-08-13,0.9,0.9,0.4,0.0,1.9,3.9,0,8.0,0,Live
M100159,Beauty,2025-10-14,1.2,1.8,1.7,0.0,2.4,2.4,0,9.5,0,Live
M100160,Grocery,2025-09-15,0.3,1.6,1.1,0.0,0.6,2.4,0,6.1,0,Live
M100161,Fashion,2025-03-19,0.7,0.6,0.4,0.0,4.1,1.6,0,7.4,0,Live
M100162,Fashion,2025-10-21,0.5,0.9,1.6,0.0,0.8,1.9,0,5.6,0,Live
M100163,Electronics,2025-03-11,3.1,2.7,1.0,0.0,1.7,1.9,0,10.5,0,Live
M100164,Home & Kitchen,2025-09-04,1.4,2.5,1.0,0.0,2.7,3.6,0,11.2,0,Live
M100165,Toys,2025-08-21,0.9,2.8,0.5,0.0,1.6,2.8,0,8.5,0,Live
M100166,Beauty,2025-03-19,1.9,1.2,1.1,0.0,3.3,3.8,0,11.5,0,Live
M100167,Beauty,2025-03-20,0.4,0.9,2.0,0.0,1.3,1.8,0,6.6,0,Live
M100168,Toys,2025-03-06,0.8,1.2,2.5,0.0,0.5,5.3,0,10.3,0,Live
M100169,Fashion,2025-06-13,0.5,0.9,1.2,4.1,0.4,3.1,2,10.3,0,Live
M100170,Fashion,2025-06-16,1.1,0.6,3.2,0.0,0.5,3.4,0,8.8,0,Live
M100171,Electronics,2025-02-13,1.4,3.0,1.7,0.0,3.7,1.3,0,11.1,0,Live
M100172,Electronics,2025-08-02,0.6,4.4,0.9,0.0,1.2,2.0,0,9.0,0,Live
M100173,Home & Kitchen,2025-01-05,0.2,2.5,1.5,0.0,1.3,1.1,0,6.7,0,Live
M100174,Toys,2025-01-05,0.4,0.9,1.1,0.0,0.8,1.2,0,4.4,0,Live
M100175,Fashion,2025-06-08,0.4,1.2,1.2,0.0,1.4,1.2,0,5.3,0,Live
M100176,Home & Kitchen,2025-10-18,2.3,2.9,0.4,0.0,0.9,3.3,0,9.9,0,Live
M100177,Home & Kitchen,2025-02-22,1.2,0.1,0.4,0.0,2.6,1.9,0,6.2,0,Live
M100178,Electronics,2025-10-21,1.8,2.1,1.5,0.0,0.3,2.5,0,8.4,0,Live
M100179,Grocery,2025-10-28,1.0,0.7,2.9,0.0,2.0,3.3,0,9.9,0,Live
M100180,Beauty,2025-05-31,3.3,1.9,1.6,0.0,2.6,0.7,0,10.1,0,Live
M100181,Grocery,2025-01-10,0.6,0.1,1.6,0.0,0.8,1.8,0,5.0,0,Live
M100182,Fashion,2025-01-16,2.3,1.1,1.2,1.4,1.5,2.5,2,10.1,0,Live
M100183,Fashion,2025-02-08,1.7,1.0,3.4,0.0,2.0,3.6,0,11.6,0,Live
M100184,Fashion,2025-07-19,0.5,1.0,0.7,0.0,1.1,0.4,0,3.7,0,Live
M100185,Grocery,2025-11-04,1.1,1.1,2.3,0.0,3.4,2.4,0,10.3,0,Live
M100186,Toys,2025-11-03,1.0,2.9,1.5,1.1,1.3,1.5,2,9.1,0,Live
M100187,Fashion,2025-03-25,0.7,1.1,1.8,0.0,1.2,1.7,0,6.5,0,Live
M100188,Beauty,2025-05-11,1.7,1.3,0.7,0.0,1.5,1.7,0,6.9,0,Live
M100189,Beauty,2025-07-23,2.3,0.9,1.9,0.0,2.1,1.3,0,8.6,0,Live
M100190,Grocery,2025-08-07,0.4,1.6,2.3,0.0,0.8,2.1,0,7.3,0,Live
M100191,Fashion,2025-01-12,1.5,1.9,1.5,0.0,0.8,1.9,0,7.6,0,Live
M100192,Beauty,2025-11-05,0.7,1.2,0.7,0.0,1.4,3.5,0,7.6,0,Live
M100193,Fashion,2025-08-17,1.7,2.2,0.8,0.7,2.3,0.8,1,8.3,0,Live
M100194,Fashion,2025-06-06,0.2,1.1,0.7,0.0,0.7,0.7,0,3.4,0,Live
M100195,Beauty,2025-06-19,2.3,1.4,1.0,0.0,1.7,3.1,0,9.6,0,Live
M100196,Fashion,2025-04-30,1.3,0.8,1.2,0.0,1.1,3.8,0,8.1,0,Live
M100197,Beauty,2025-09-27,1.3,1.2,1.9,0.0,1.8,4.4,0,10.7,0,Live
M100198,Electronics,2025-03-26,3.1,1.4,1.7,0.0,0.7,3.6,0,10.5,0,Live
M100199,Electronics,2025-08-19,1.4,1.8,1.4,1.5,0.5,1.5,1,8.2,0,Live
M100200,Grocery,2025-09-22,2.6,3.3,1.1,0.0,1.9,2.1,0,11.0,0,Live
M100201,Fashion,2025-08-08,2.9,1.7,2.0,0.0,2.0,3.4,0,12.1,0,Live
M100202,Electronics,2025-09-23,1.8,0.9,1.2,0.0,0.5,1.0,0,5.5,0,Live
M100203,Electronics,2025-06-08,1.0,0.8,2.8,0.0,2.6,2.7,0,9.9,0,Live
M100204,Fashion,2025-02-18,0.5,1.3,1.4,0.0,3.0,1.9,0,8.1,0,Live
M100205,Electronics,2025-07-08,2.9,2.2,1.0,1.1,1.2,1.6,1,9.9,0,Live
M100206,Fashion,2025-07-30,1.9,1.9,1.5,0.0,2.0,1.0,0,8.3,0,Live
M100207,Beauty,2025-09-12,0.5,0.6,2.1,0.0,0.5,3.2,0,7.1,0,Live
M100208,Home & Kitchen,2025-07-22,0.6,0.9,0.3,0.0,2.2,1.1,0,5.1,0,Live
M100209,Electronics,2025-05-01,0.8,0.3,1.6,0.0,1.9,5.2,0,9.9,0,Live
M100210,Toys,2025-07-04,1.0,1.1,1.5,0.0,0.8,3.4,0,7.9,0,Live
M100211,Electronics,2025-08-09,0.8,3.4,2.2,0.0,2.8,1.5,0,10.6,0,Live
M100212,Home & Kitchen,2025-01-13,0.7,2.2,0.5,0.0,1.7,0.6,0,5.8,0,Live
M100213,Beauty,2025-02-13,1.2,3.7,0.7,0.0,0.5,2.0,0,8.2,0,Live
M100214,Fashion,2025-09-02,0.6,2.0,1.0,0.0,0.4,1.3,0,5.3,0,Live
M100215,Fashion,2025-10-13,1.1,1.7,1.1,0.0,2.1,1.7,0,7.6,0,Live
M100216,Grocery,2025-02-25,1.1,1.2,1.0,3.2,0.6,1.0,2,8.1,0,Live
M100217,Toys,2025-07-21,1.6,1.1,1.4,0.0,0.4,0.7,0,5.1,0,Live
M100218,Fashion,2025-02-16,1.2,1.3,1.8,0.0,1.5,0.3,0,6.1,0,Live
M100219,Fashion,2025-02-19,1.4,1.2,0.6,0.0,0.5,3.4,0,7.1,0,Live
M100220,Electronics,2025-05-23,0.5,1.8,2.1,0.0,2.5,1.3,0,8.4,0,Live
M100221,Home & Kitchen,2025-03-16,0.8,1.5,1.1,0.0,3.9,1.2,0,8.5,0,Live
M100222,Toys,2025-01-23,1.5,2.0,1.9,0.0,1.9,3.1,0,10.4,0,Live
M100223,Toys,2025-04-21,0.9,0.3,1.0,0.0,1.3,3.3,0,6.9,0,Live
M100224,Toys,2025-08-22,0.8,0.3,1.0,0.0,2.0,2.2,0,6.3,0,Live
M100225,Fashion,2025-01-25,1.7,0.4,1.2,0.0,1.3,1.7,0,6.3,0,Live
M100226,Home & Kitchen,2025-04-02,0.9,3.2,1.5,0.0,1.5,1.3,0,8.4,0,Live
M100227,Electronics,2025-06-10,0.7,2.0,0.8,0.0,1.9,0.5,0,6.0,0,Live
M100228,Fashion,2025-10-06,2.0,1.4,0.4,0.0,2.4,1.1,0,7.2,0,Live
M100229,Fashion,2025-06-22,1.7,0.6,0.2,3.6,1.3,1.0,2,8.5,0,Live
M100230,Fashion,2025-02-01,0.8,0.4,1.1,0.0,1.2,2.3,0,5.8,0,Live
M100231,Electronics,2025-07-02,3.0,2.2,2.1,0.0,1.8,4.9,0,14.0,0,Live
M100232,Fashion,2025-08-26,2.6,1.8,1.5,0.0,1.8,2.3,0,10.0,0,Live
M100233,Fashion,2025-05-14,2.1,1.5,1.7,0.0,1.7,1.1,0,8.2,0,Live
M100234,Fashion,2025-08-19,1.4,0.4,2.2,0.0,1.1,1.3,0,6.4,0,Live
M100235,Home & Kitchen,2025-03-06,2.1,0.6,1.1,3.1,0.4,5.7,2,13.0,0,Live
M100236,Electronics,2025-05-30,0.3,3.0,1.9,0.0,1.3,1.2,0,7.7,0,Live
M100237,Fashion,2025-09-02,2.0,2.4,0.9,0.0,2.9,3.8,0,12.0,0,Live
M100238,Home & Kitchen,2025-08-30,0.8,0.7,1.5,0.0,2.0,3.2,0,8.1,0,Live
M100239,Electronics,2025-05-26,1.2,2.1,1.4,0.0,2.0,2.8,0,9.5,0,Live
M100240,Home & Kitchen,2025-10-13,1.5,0.9,1.6,0.0,3.2,4.4,0,11.6,0,Live
M100241,Toys,2025-01-03,0.7,2.3,0.5,0.0,1.2,1.0,0,5.8,0,Live
M100242,Electronics,2025-03-25,0.9,0.8,1.3,0.0,1.9,1.5,0,6.3,0,Live
M100243,Home & Kitchen,2025-09-05,0.8,3.1,0.7,0.0,0.9,3.8,0,9.2,0,Live
M100244,Fashion,2025-05-23,0.3,2.5,1.1,0.0,1.8,3.3,0,9.0,0,Live
M100245,Toys,2025-01-14,1.2,1.0,0.4,1.0,2.4,2.8,1,8.8,0,Live
M100246,Home & Kitchen,2025-07-04,1.3,1.5,0.3,0.0,0.6,1.5,0,5.2,0,Live
M100247,Fashion,2025-07-21,1.1,0.3,1.2,7.3,1.8,1.9,3,13.7,0,Live
M100248,Fashion,2025-09-18,0.7,1.4,2.4,0.0,0.7,1.3,0,6.4,0,Live
M100249,Fashion,2025-06-28,2.9,2.1,0.4,0.0,1.4,3.0,0,9.8,0,Live
M100250,Fashion,2025-03-07,0.8,1.4,0.3,0.0,1.4,1.0,0,4.9,0,Live
M100251,Electronics,2025-10-30,0.6,3.0,0.3,10.1,2.4,1.0,3,17.6,1,Live
M100252,Grocery,2025-03-16,0.5,1.8,2.0,4.0,0.9,2.8,2,12.0,0,Live
M100253,Electronics,2025-10-27,1.1,1.4,2.4,0.0,2.6,8.6,0,16.1,1,Live
M100254,Fashion,2025-03-09,0.6,2.2,1.1,0.0,1.8,0.5,0,6.2,0,Live
M100255,Electronics,2025-04-27,0.6,1.9,0.7,0.0,1.3,2.8,0,7.4,0,Live
M100256,Fashion,2025-08-12,1.4,0.9,1.8,0.0,2.0,0.2,0,6.4,0,Live
M100257,Beauty,2025-07-10,0.9,4.6,2.0,0.0,1.0,1.1,0,9.6,0,Live
M100258,Fashion,2025-08-07,1.1,2.7,1.9,0.0,1.8,3.3,0,10.8,0,Live
M100259,Electronics,2025-02-11,2.2,0.3,0.5,0.0,1.5,0.5,0,5.0,0,Live
M100260,Electronics,2025-01-05,2.0,2.3,2.2,1.4,2.3,0.6,2,10.8,0,Live
M100261,Fashion,2025-06-24,1.2,1.0,2.5,0.0,1.0,1.1,0,6.9,0,Live
M100262,Beauty,2025-06-06,0.9,3.4,0.7,0.0,2.0,2.5,0,9.6,0,Live
M100263,Fashion,2025-04-09,0.2,1.9,0.8,0.0,1.9,1.1,0,5.8,0,Live
M100264,Electronics,2025-01-09,2.4,0.7,0.8,0.0,1.6,1.8,0,7.3,0,Live
M100265,Fashion,2025-05-17,1.8,3.2,1.0,0.0,2.5,2.8,0,11.3,0,Live
M100266,Beauty,2025-03-26,2.0,1.2,1.4,0.0,0.8,3.0,0,8.5,0,Live
M100267,Electronics,2025-05-05,1.1,1.6,1.9,2.0,2.1,2.2,1,10.8,0,Live
